#{"t_start": 1770904748.212053, "env_id": "None"}
r,l,t
1156.71594,1510,2462.853667
965.208283,1059,2463.197749
1065.898083,1445,2464.227589
1236.677071,1670,2465.354896
1520.213926,2089,2466.630892
3161.809146,3839,2469.020103
927.719931,1283,2469.423567
462.244836,559,2469.563491
3274.229155,3533,2471.928718
2573.198492,3044,2474.125486
870.388304,1241,2474.504626
1430.180944,1533,2475.638218
678.558294,767,2475.83858
2601.788721,2968,2478.091678
2975.328069,3295,2479.717011
2339.965784,2657,2481.824835
1786.936498,1861,2483.168242
987.324605,1076,2483.528939
2514.376003,2867,2485.719085
308.556436,410,2485.855579
2457.313083,2837,2487.55909
654.685885,729,2487.769038
1096.656493,1155,2488.890282
439.850467,554,2489.070435
2557.838151,2704,2492.667392
403.287378,527,2493.078704
584.464779,697,2493.638005
481.385843,591,2496.00239
218.326726,314,2496.140563
2303.85871,2570,2497.550054
433.70197,551,2497.714451
718.655951,865,2498.64763
1869.09693,1964,2499.868806
287.791233,383,2499.979987
1495.237099,1597,2501.05635
486.182308,604,2501.226577
453.329545,566,2501.371743
2623.535462,2754,2502.744305
1166.266347,1264,2503.75078
1831.620192,1904,2504.964401
948.827883,1097,2505.960371
372.488042,478,2506.135111
2443.448249,2764,2507.643203
746.584346,885,2508.578759
1045.198124,1171,2508.962516
603.960942,732,2509.154444
3034.770223,3313,2511.497917
644.096666,754,2511.691967
882.347792,1023,2512.711336
2540.19571,2635,2514.17465
449.101996,563,2515.035759
2329.612277,2473,2516.46769
936.366952,1092,2516.784533
226.54281,335,2516.871292
2650.24131,2935,2519.156578
494.148838,601,2519.314807
954.491408,1104,2520.288432
373.272381,485,2520.460276
518.972634,627,2520.637709
283.204219,412,2520.744591
811.703522,947,2521.699425
1531.820522,1618,2522.829964
834.613011,958,2523.152841
1494.174626,1691,2524.324739
1337.807369,1468,2525.362391
367.589183,480,2525.526987
906.614063,1031,2525.796891
1536.941326,1656,2526.94517
318.614715,430,2527.04747
1856.059871,1998,2528.370587
351.314969,460,2529.283783
1200.169995,1340,2529.697616
632.515867,779,2530.553116
340.182895,460,2530.711778
266.28215,384,2530.825786
671.855377,794,2531.028682
285.197373,416,2531.820765
466.925357,611,2532.025589
384.529822,494,2532.165185
1328.724391,1480,2533.284132
1428.830028,1548,2534.410995
852.910865,996,2534.730466
2484.067712,2516,2536.160808
409.00653,516,2536.995979
449.605518,553,2537.177965
2169.849687,2413,2538.567378
519.507095,665,2538.73319
3320.312881,3451,2541.116342
394.672187,499,2541.245702
319.294954,443,2542.025765
1244.574058,1444,2542.46974
253.987699,359,2542.5579
792.084419,949,2543.571455
1196.361121,1326,2544.605735
957.452417,1151,2544.977148
298.978584,409,2545.077865
1144.839258,1290,2546.121202
1126.023644,1265,2547.112967
705.777274,805,2547.376981
306.958683,412,2547.487489
3014.938977,3066,2549.693354
419.965171,526,2549.867245
744.345983,869,2550.095891
396.590392,518,2550.891498
1350.550758,1495,2551.326694
384.894303,485,2552.10102
584.340597,708,2552.33525
396.85422,525,2552.479161
237.549044,328,2552.559765
356.048586,459,2553.337401
829.150421,954,2553.664713
271.060103,386,2553.791455
233.721905,328,2553.888823
497.284412,630,2554.757949
460.341064,555,2554.943324
613.273746,742,2555.151879
1504.645419,1577,2556.29548
368.51698,463,2556.412816
336.580762,439,2557.171426
607.553284,749,2557.42527
286.956762,392,2557.544697
977.256484,1056,2558.49971
549.282424,651,2558.734238
517.978462,664,2558.950042
712.633562,868,2559.869925
1122.691582,1249,2560.256178
390.161849,524,2561.03949
1022.329641,1164,2561.415893
802.354973,963,2562.331682
363.31585,492,2562.503869
1247.715102,1378,2563.514466
381.927762,511,2563.691073
345.815456,463,2563.855641
487.899156,604,2564.058616
369.372227,489,2564.827842
418.123152,537,2565.021948
427.370705,545,2565.202591
416.365547,530,2565.344769
499.608975,628,2566.167789
931.702282,1033,2566.499186
520.174073,671,2566.672764
488.205837,641,2567.489196
946.838687,1086,2567.812957
624.074934,790,2568.723628
583.815532,752,2568.981143
678.118845,838,2569.267345
574.921172,729,2570.17263
471.368448,628,2570.353827
331.183474,468,2570.472078
683.855042,828,2571.360632
468.685535,617,2571.552387
955.568067,1151,2572.494897
444.471146,576,2572.686708
633.528604,802,2572.903823
558.920508,728,2573.754541
540.68311,705,2573.9934
248.489623,374,2574.10952
809.499316,995,2575.069388
405.426601,539,2575.26456
326.121033,462,2575.396791
380.502812,508,2575.531204
333.733392,471,2576.306161
509.064002,682,2576.535096
999.24125,1121,2576.839916
286.633362,429,2577.654208
635.898742,812,2577.907091
745.555114,923,2578.809926
433.862291,596,2579.014642
351.462482,487,2579.1999
642.089445,805,2579.42274
646.569454,816,2580.350869
559.064817,690,2580.545412
842.453868,1048,2581.502909
375.410877,524,2581.669811
2399.802523,2747,2583.079058
504.339657,693,2583.930445
628.408203,795,2584.181665
2476.738267,2706,2585.663378
868.972996,1131,2586.684523
2572.688208,2804,2588.233275
2968.324651,3186,2590.608628
3283.346178,3499,2592.965757
2314.71142,2631,2594.385559
2761.983337,3085,2596.003379
2924.105186,3070,2598.21435
1587.047137,1775,2599.378417
1796.136387,1932,2600.629664
2162.261153,2331,2601.977967
2681.173762,2794,2603.437204
2275.187593,2404,2604.788859
2369.413404,2451,2606.835792
1173.763946,1358,2607.280921
1116.825126,1287,2608.310496
1721.79023,1819,2609.49345
832.998377,1018,2609.82092
1405.557144,1489,2610.97986
1216.066732,1323,2611.982711
1292.400978,1406,2612.422375
1579.903061,1670,2613.579239
791.290399,969,2614.494223
558.294658,734,2614.735881
707.403026,893,2615.014518
1144.985619,1255,2616.115056
507.392014,687,2616.303645
447.965244,640,2617.128252
697.612298,833,2617.410593
546.459819,732,2617.613029
632.850214,808,2618.542749
1476.236929,1576,2619.656974
570.847099,754,2619.906827
398.672325,584,2620.105167
467.411878,666,2620.949383
460.599665,669,2621.183955
548.862284,697,2621.382694
683.24781,867,2622.25937
431.366152,621,2622.473064
415.749656,605,2622.64596
902.606582,1077,2623.640845
1051.49325,1173,2623.988446
630.267478,801,2624.856301
760.454528,892,2625.124706
1613.124092,1721,2626.321494
922.367648,1052,2626.600831
417.133376,609,2627.450531
449.859824,636,2627.653785
394.807095,539,2627.793716
686.39969,863,2628.719956
456.452589,639,2628.923609
522.715727,714,2629.111705
598.925767,785,2630.011646
497.119064,701,2630.26073
1361.222732,1488,2631.404017
1186.701961,1324,2632.404563
545.995362,750,2632.666283
862.417604,1044,2632.947219
741.273124,939,2633.899934
1588.926402,1736,2635.054769
608.485645,711,2635.296788
1363.417889,1536,2636.440182
1169.384842,1351,2636.818937
513.778102,747,2637.740609
846.878103,1025,2638.044283
733.665535,952,2638.986984
867.610933,1086,2639.307177
632.850531,748,2640.18001
735.819443,974,2640.539479
588.518571,817,2641.40494
1319.324979,1492,2641.862591
1249.31807,1433,2642.962627
693.74045,925,2643.200752
576.893596,814,2644.117947
862.174249,1091,2644.408827
1278.309998,1468,2645.532101
2404.942834,2470,2647.006082
1810.12768,2004,2648.264107
436.132493,532,2649.049155
826.390497,1015,2649.384941
1576.905785,1780,2650.621867
373.935853,454,2650.770807
834.721867,911,2651.698865
983.787173,1179,2652.058156
974.763545,1161,2653.119587
1078.423271,1314,2653.505182
376.421175,463,2654.300904
715.248139,800,2654.573013
1303.002817,1544,2655.701853
560.720345,687,2655.93035
1253.078022,1295,2657.079238
273.51527,365,2657.214345
260.685227,346,2657.32616
1345.767245,1593,2658.478842
1027.432321,1299,2658.863093
1742.635749,1830,2660.134155
1739.529232,1827,2661.389586
298.252133,394,2661.493133
2072.513158,2328,2663.492954
288.974812,379,2663.629043
1595.375126,1841,2664.837822
295.564052,389,2664.976216
299.525538,383,2665.09359
1885.451403,2081,2666.362719
1333.870694,1563,2667.467892
777.40706,882,2667.719486
1637.734721,1902,2668.934948
1445.540683,1515,2670.037714
1550.709957,1815,2671.209042
1057.920208,1295,2671.563903
1197.626488,1439,2672.668229
1602.06428,1804,2673.858151
1295.154187,1529,2675.002546
881.483645,978,2675.294225
540.745259,650,2676.10981
348.971201,447,2676.263078
2841.862529,3027,2677.802618
669.072455,793,2678.70857
947.250784,1183,2679.072654
925.268481,1165,2680.062982
273.252821,363,2680.199768
630.120855,710,2680.396114
317.039051,410,2681.142257
1264.92173,1522,2681.63399
964.418036,1187,2682.625952
788.789805,1034,2682.919276
704.465751,941,2683.861707
239.683718,323,2683.965911
894.620968,1146,2684.913821
1021.477933,1264,2685.32933
984.40872,1083,2686.268455
723.707094,843,2686.552294
828.6151,1026,2687.457144
697.376765,962,2687.775761
712.358398,973,2688.698403
1026.582176,1318,2689.115812
1057.887017,1111,2690.093897
825.319094,1072,2690.421869
3134.524795,3413,2692.765687
1185.365451,1274,2693.740878
537.408557,652,2693.970656
228.073889,311,2694.064943
2553.707301,2874,2695.533084
483.698952,595,2696.369252
401.921811,493,2696.540169
670.909811,791,2696.78284
469.863795,560,2697.60005
2584.741438,2838,2699.147148
675.049035,770,2699.358752
401.953572,486,2700.124502
2327.326546,2522,2701.546453
2241.085392,2512,2703.026642
1276.962456,1329,2704.042897
2518.209718,2809,2705.578261
531.800036,637,2705.745324
289.394257,388,2706.501011
356.153178,455,2706.663403
1374.882727,1463,2707.15954
1276.87925,1365,2708.310574
975.762805,1075,2709.246257
949.07445,1062,2709.576483
236.450644,334,2709.662568
252.823031,348,2710.395887
1037.610443,1134,2710.777083
1173.779908,1261,2711.780959
1582.95383,1685,2712.988787
1118.092343,1241,2713.385825
2515.869916,2838,2715.445646
295.54237,400,2715.587101
338.610444,442,2715.735763
1466.891125,1775,2716.901802
1164.769254,1445,2717.356021
3513.610686,3806,2719.82019
871.183359,970,2720.782317
1994.875215,2297,2722.145755
844.034457,928,2722.425315
1040.28136,1211,2723.477681
929.847415,1157,2724.407548
355.459471,451,2724.556058
422.316835,519,2724.712086
822.784159,994,2725.598986
1420.449319,1656,2726.10159
880.314094,1002,2727.068121
1267.592548,1558,2728.207492
372.845364,467,2728.375244
1803.051579,2171,2729.665546
1730.868502,1991,2730.911012
845.453586,1055,2731.209038
2660.868156,3081,2733.494703
609.821033,717,2733.692253
2951.976846,3144,2735.919591
950.378219,1196,2736.262599
392.465978,499,2737.04965
2528.187162,2580,2738.561348
849.965524,1039,2738.85814
842.779041,973,2739.800338
872.503419,1021,2740.099138
494.635885,613,2740.946284
3370.575904,3688,2742.795203
367.047858,472,2743.620715
1798.104126,1837,2744.784626
533.47276,637,2745.010782
2452.07901,2674,2746.511721
2320.817065,2625,2747.977895
787.373339,921,2748.955133
2254.74052,2635,2750.365458
2048.180202,2176,2751.63757
808.466272,932,2752.563756
1328.879024,1457,2753.011405
1610.243682,1740,2754.205667
1459.579547,1614,2755.341797
622.489756,752,2755.541144
658.782164,822,2756.421009
963.5099,1108,2756.743132
358.066513,478,2757.545459
707.300587,860,2757.85816
858.313869,955,2758.127854
1183.779619,1317,2759.204597
543.712797,710,2759.381023
295.390658,412,2760.152668
1120.541153,1246,2760.534558
1341.039264,1475,2761.608495
471.415998,589,2761.762496
577.345606,741,2762.620005
299.656671,420,2762.764139
1452.596672,1583,2763.921132
609.878535,759,2764.178493
356.361137,472,2764.310581
926.490564,1026,2765.259091
381.464025,498,2765.438371
531.771189,643,2765.638696
987.319933,1082,2766.738238
644.363699,810,2766.981868
521.575327,660,2767.797468
426.790639,558,2767.999295
1275.918894,1402,2768.45271
1308.25556,1435,2769.608831
1340.210959,1492,2770.681422
418.173074,542,2770.839289
573.472576,687,2771.661036
599.653829,771,2771.919484
1108.894933,1276,2772.91667
1701.281603,1874,2773.525635
946.429325,1110,2774.542802
2416.030335,2592,2776.074153
437.997983,564,2776.952348
3328.190827,3525,2778.728518
1387.472396,1531,2779.844628
746.800565,872,2780.07697
1022.15938,1171,2781.110226
2104.758782,2374,2782.445837
802.466124,924,2783.345339
1266.791154,1411,2783.791685
1462.951991,1553,2784.921831
1998.570451,2109,2786.198012
975.172743,1170,2787.150952
753.481032,905,2787.448707
499.549932,625,2787.604166
1107.595688,1247,2788.651291
586.848479,731,2788.871049
742.773852,880,2789.803979
789.805698,892,2790.054696
2350.492404,2448,2791.390368
529.66415,626,2792.226159
880.912676,1044,2792.555157
280.749441,380,2792.65478
1006.49532,1188,2793.695047
338.702633,442,2793.831836
1580.189346,1698,2795.016796
733.886041,832,2795.226346
427.01549,537,2796.021181
745.146864,880,2796.294936
379.457539,492,2796.419537
844.7838,992,2797.378721
1340.523918,1477,2798.433964
1878.587151,1968,2799.73514
504.31629,625,2799.95717
3216.729811,3346,2801.573818
2102.745878,2555,2803.663244
295.249274,393,2803.824901
632.212623,768,2804.064436
699.129428,826,2804.968333
1690.644145,1815,2806.157923
1612.301252,1717,2806.685396
489.289732,628,2807.523803
500.494822,635,2807.730182
1435.87847,1541,2808.837726
807.331701,949,2809.134181
1973.293328,2114,2810.459005
547.860762,662,2811.323606
357.923881,472,2811.477571
503.025901,644,2811.673348
1615.75325,1710,2812.822574
1630.333213,1701,2813.974608
1537.523009,1663,2815.151196
886.39105,990,2815.476247
312.406821,420,2815.586241
1309.550837,1393,2816.658225
1527.00593,1594,2817.771447
333.569082,431,2817.920126
1110.385793,1298,2818.92684
350.67344,463,2819.086858
1702.344052,1826,2820.346224
380.718579,513,2820.507886
270.133355,376,2820.609815
469.546957,602,2820.756718
621.060654,772,2821.668031
767.74223,910,2821.911488
1983.466885,2092,2823.158616
2597.502522,2717,2825.3694
864.810264,1007,2825.70231
683.71655,783,2826.540183
813.685709,956,2826.865975
1268.524522,1363,2827.895538
764.576346,896,2828.19281
817.500771,929,2829.083781
570.402255,700,2829.34988
1111.020612,1214,2829.7252
819.306804,933,2830.683026
835.051507,965,2830.938114
1020.099728,1174,2831.956178
724.76158,829,2832.170928
525.331876,629,2832.979504
2665.397645,2826,2834.495048
1034.321143,1185,2835.517543
475.793804,565,2835.730945
682.964925,779,2835.967355
1844.776624,1962,2837.221421
754.917417,848,2838.100311
704.512822,859,2838.380131
513.404891,617,2838.550655
311.662797,421,2839.308353
627.194213,736,2839.57694
423.283265,527,2839.75071
1409.453716,1557,2840.89523
624.201478,751,2841.10323
615.702356,749,2841.998068
624.661452,725,2842.235935
918.969887,1048,2843.165709
596.101206,693,2843.394513
813.494473,954,2843.652449
490.447717,616,2844.504204
1345.35726,1503,2845.004408
471.18378,597,2845.854074
1671.175008,1828,2847.036529
613.223509,772,2847.303715
436.924464,551,2847.465283
588.208203,719,2848.354708
733.732664,849,2848.639808
840.613826,953,2848.890959
1358.250033,1472,2850.008368
1351.396302,1540,2851.141364
646.383984,780,2851.350015
492.931159,614,2852.175686
459.543536,583,2852.380021
1301.771835,1495,2853.421401
1409.469749,1574,2853.877935
1305.678982,1428,2854.946458
1171.44777,1318,2856.054275
830.293911,982,2856.357457
1678.125475,1945,2857.603595
590.802772,729,2858.454908
1732.893103,1823,2859.01806
1358.908182,1485,2860.221028
1254.308574,1390,2861.287248
1956.466376,2196,2862.596828
669.981097,824,2862.835383
559.497809,699,2863.719102
3885.399527,4661,2866.500795
1522.558638,1662,2867.635676
673.301674,784,2867.888824
2127.795125,2396,2869.265102
3039.69341,3492,2871.652468
701.013087,844,2871.875322
2012.130393,2166,2873.191865
406.258425,516,2874.109567
4493.495744,5095,2877.003488
564.322575,700,2877.826405
398.107698,523,2878.006784
588.298642,727,2878.227687
626.638372,772,2879.073628
1581.903077,1726,2879.59396
3723.637553,4327,2882.189232
1057.687827,1220,2883.211093
454.247584,582,2883.359463
609.136159,749,2884.269112
3287.699507,3321,2885.955748
685.42101,810,2886.878832
1210.540239,1397,2887.272141
942.794972,1094,2888.256568
2048.158684,2128,2889.549829
1345.896776,1541,2890.649419
360.907635,482,2890.808674
432.399967,578,2890.964397
1167.231,1341,2892.064345
1583.766213,1725,2893.217765
301.473335,423,2893.351059
2093.122746,2336,2894.680474
576.427824,754,2894.872526
474.224996,619,2895.730468
561.797735,693,2895.966481
397.830144,524,2896.11176
1524.186455,1766,2897.32791
1058.425408,1269,2898.378709
905.638567,1080,2898.667708
683.391883,835,2899.607574
3381.126874,3495,2901.33422
1009.895239,1181,2902.388534
2254.612186,2303,2903.752958
947.941375,1131,2904.701138
1752.542517,1864,2905.903149
1128.925862,1283,2906.321985
1277.040864,1408,2907.43345
1302.338697,1470,2908.511974
1152.704408,1323,2908.908731
897.067464,1074,2909.851198
1916.549332,2043,2911.123796
1684.987004,1811,2912.364949
608.782196,835,2912.620745
793.572534,963,2913.534606
1730.135557,1840,2914.744933
784.197618,963,2915.062858
626.500171,860,2915.289588
765.685142,991,2916.281947
2870.805948,3094,2917.861713
995.235273,1238,2918.920819
1275.457292,1497,2919.969569
1387.146994,1561,2921.033532
1288.911122,1544,2921.544135
1544.780019,1803,2922.776026
1173.96149,1432,2923.871428
1591.260747,1864,2925.067811
2095.086836,2287,2926.419276
2150.281494,2408,2927.858477
1457.478274,1772,2929.080602
1050.047815,1185,2929.400312
2263.442866,2624,2931.471732
1771.163039,2017,2932.779803
298.352396,383,2932.920095
3766.26957,3840,2935.355994
382.383509,473,2935.48928
5695.293787,6415,2939.390716
1553.849468,1697,2940.544825
748.100587,975,2940.78405
1681.732027,1860,2942.018479
1840.5745,2149,2943.329385
1167.806157,1419,2944.469576
1496.449859,1680,2945.72116
1255.82703,1458,2946.744311
1031.925562,1231,2947.159901
905.072701,1201,2948.199584
6732.287623,7237,2952.258553
683.147777,933,2953.229893
853.761734,1041,2953.529706
1143.897394,1392,2954.657795
1240.763143,1478,2955.718226
709.323875,953,2956.011445
693.09383,906,2956.880641
968.019979,1182,2957.281951
1285.913447,1536,2958.415188
1912.958054,1950,2959.626495
937.048341,1173,2960.569579
5487.973925,5699,2963.645459
1084.251355,1284,2964.697553
4068.514473,4535,2967.354519
1117.590549,1359,2968.446389
387.508974,455,2968.583486
1049.304956,1276,2969.574418
460.952937,527,2969.755315
994.289101,1238,2970.731419
3656.216036,4154,2973.310303
357.112356,436,2973.467089
3442.921939,3519,2975.157116
2206.325002,2272,2977.099716
3524.059986,3796,2978.980483
3258.460132,3706,2981.433108
3868.769107,4323,2984.079969
3874.913537,4406,2986.647857
572.950564,795,2987.535958
1145.129242,1434,2988.631367
4273.919089,4712,2991.387186
4738.873201,5100,2994.263538
535.602872,618,2995.092245
3787.915018,4315,2997.655365
4735.830502,5254,3000.530701
3623.605457,4085,3003.026208
4747.856002,5181,3006.696531
4712.737351,5177,3009.566249
5265.292123,5712,3013.198502
4805.181495,5215,3016.779917
5218.186234,5894,3020.666321
315.534695,400,3020.800938
377.320769,460,3020.948395
4910.617559,5352,3024.557796
2610.669677,2771,3026.048623
866.658476,961,3026.289237
1146.195071,1265,3027.329807
1118.973963,1301,3028.365505
5813.956687,6127,3032.178137
727.762217,863,3032.460995
733.415563,832,3033.374177
867.913841,989,3033.71463
1383.106061,1529,3034.876308
5873.959707,6301,3038.744322
907.61443,1060,3039.077382
561.852492,703,3039.962758
500.138537,602,3040.14634
5166.15695,5622,3043.696454
375.915207,460,3043.847685
2955.001169,3443,3046.129563
1429.513141,1538,3046.592333
1679.650385,1772,3047.794678
2453.203166,2556,3049.932538
451.100821,547,3050.125789
1403.056589,1494,3051.176966
5395.615942,5760,3054.343914
2135.081409,2205,3055.664874
805.626861,908,3056.579774
2000.935416,2187,3057.901419
1326.184362,1488,3058.973792
2219.080994,2385,3060.46646
1035.951167,1119,3060.786852
486.974481,562,3061.594292
197.77979,284,3061.689215
270.498875,339,3061.800237
309.890777,421,3061.916462
205.76163,282,3061.987995
5480.47605,5922,3065.889296
282.530089,353,3065.97857
810.888765,906,3066.946681
448.80816,548,3067.127131
191.598785,273,3067.202371
1762.959143,1946,3068.422289
1508.487029,1646,3069.621882
488.000384,601,3069.791673
633.87138,741,3070.66011
418.326372,492,3070.83384
1576.690894,1684,3071.978883
777.662958,891,3072.277004
797.360959,963,3073.162403
681.536276,779,3073.42382
1355.902409,1431,3074.502459
406.347882,493,3074.683897
483.274751,562,3074.858334
5128.831385,5487,3079.941619
415.427673,503,3080.155612
612.795682,745,3080.467138
852.751454,947,3081.644869
675.283204,755,3081.819046
667.300494,780,3082.81531
1529.285945,1617,3083.297635
1053.871644,1166,3084.55047
776.031794,885,3085.253367
234.539326,319,3086.851163
357.180209,446,3086.993759
967.744946,1069,3087.270469
1146.620876,1245,3088.967804
619.904901,738,3089.142668
1124.253207,1227,3090.701106
2156.928478,2193,3092.385403
1375.797255,1461,3094.09302
695.098921,798,3094.288125
897.533729,1014,3096.009676
3510.769696,3625,3098.103637
1220.174967,1323,3099.878742
402.88887,527,3100.014092
2035.923694,2073,3101.78739
727.30588,840,3103.261218
1162.126733,1287,3103.614115
961.746443,1072,3105.003062
614.591081,721,3105.162547
1160.935867,1283,3106.850835
1391.413435,1497,3108.284362
1174.946373,1308,3108.748752
555.288127,667,3108.917328
1769.1292,1881,3110.658953
1645.154755,1786,3112.272722
4668.229401,4914,3117.563389
576.183065,674,3117.725279
794.549705,925,3117.974676
1237.118177,1368,3119.538261
1763.288974,1845,3121.465445
364.618461,466,3121.577732
2063.27986,2110,3123.802152
1292.598222,1440,3125.816921
1017.149291,1148,3127.197541
2243.657733,2492,3129.218238
733.773291,870,3129.447125
4315.081601,4414,3133.677368
2381.105835,2505,3136.950981
779.680946,876,3137.255027
1755.123724,1809,3139.221733
691.470778,825,3139.47093
832.85813,954,3141.123774
464.001847,594,3141.299328
535.03199,679,3141.496493
925.358392,1060,3143.294336
1771.608866,1887,3144.896453
487.962387,595,3145.062387
1156.623705,1283,3146.746019
853.051517,980,3147.013108
1215.971067,1291,3149.029727
600.063773,737,3149.223392
344.267019,448,3149.361656
1235.177753,1360,3151.043043
837.037024,979,3152.503133
784.326274,886,3152.940761
882.984942,1023,3153.242021
445.227883,573,3154.663878
680.456582,829,3154.901401
680.847775,818,3156.214249
255.912405,365,3156.359996
854.272688,982,3156.643266
701.73146,806,3158.350618
631.880935,779,3158.566322
1040.66057,1144,3160.05696
873.114707,1008,3160.360034
665.278912,818,3160.563681
332.882411,458,3162.028618
860.538499,1001,3162.29773
674.125287,856,3164.111584
434.174899,558,3164.293527
550.958076,673,3164.469403
684.543984,809,3165.604049
344.581109,462,3165.790228
649.40794,817,3166.089
343.121681,453,3166.201271
664.598792,830,3167.703333
494.537719,629,3167.848689
664.386349,836,3169.549835
718.097784,885,3169.84551
514.762719,646,3169.999939
653.190987,824,3171.454527
415.094857,537,3171.581069
475.333589,633,3171.747203
925.655415,1107,3173.498973
537.699114,685,3173.775563
748.347284,910,3175.209039
389.133147,511,3175.417133
772.944124,951,3175.950351
687.963162,862,3177.334493
828.089361,1036,3177.633323
797.329935,970,3179.366068
348.161255,478,3179.494416
374.733905,522,3179.620957
451.454174,630,3180.986425
563.064246,700,3181.272314
458.341131,602,3181.412266
398.17399,534,3181.536552
546.317202,736,3183.334847
712.743264,962,3183.566701
393.289124,557,3185.287873
747.998579,948,3185.668015
497.641263,652,3185.843186
469.283226,650,3187.274631
344.49051,483,3187.447572
630.803606,780,3187.656395
857.366625,995,3189.450063
713.52545,880,3189.684018
779.808261,998,3191.257565
790.469426,940,3191.516804
787.647156,1011,3193.091192
762.333327,982,3193.38738
909.775629,1138,3194.940905
1101.558263,1373,3195.342311
1807.348319,2209,3197.043178
1874.1794,2264,3199.070222
408.971357,569,3200.344753
1823.319324,2230,3201.855781
604.604521,791,3202.145397
749.667802,1011,3203.327341
1872.42139,2170,3206.064808
1692.708175,2118,3208.405426
570.349914,778,3208.604169
729.92743,1012,3210.019054
1921.505484,2351,3212.441312
664.505211,910,3212.659899
1816.416721,2198,3214.645686
2078.356426,2388,3218.171188
1953.744953,2326,3219.830681
2173.671073,2485,3222.424544
1778.994444,2133,3224.418305
2568.128057,2875,3226.999249
1761.595054,2127,3228.697093
2075.952765,2298,3230.26619
2352.761889,2597,3233.914315
2022.089004,2292,3236.219449
2566.318456,2874,3238.328002
2430.566196,2719,3241.794155
2977.683186,3282,3243.974016
3121.469418,3312,3247.969222
2740.739087,2820,3250.02675
2729.551917,2947,3254.116968
1677.660603,1999,3256.236407
2181.723857,2444,3258.916752
3156.638583,3415,3261.217525
3137.924811,3280,3265.097633
2705.304175,2771,3267.570447
2521.099604,2704,3271.316341
2789.384462,2917,3273.818102
1022.754164,1146,3275.331451
2849.779891,3147,3277.782967
3305.555297,3481,3281.821584
2613.328257,2647,3284.239634
1102.815072,1194,3285.746035
829.071038,983,3286.146302
910.750169,1060,3288.219261
2784.46377,3056,3290.51495
643.160856,809,3292.293386
2803.791654,3230,3294.920413
3184.127111,3384,3299.10978
1416.301084,1586,3300.629674
2348.390208,2429,3303.251922
3146.933352,3404,3307.560411
4041.916595,4015,3312.031148
2259.244355,2387,3314.587339
844.796762,984,3314.850316
2812.889228,3126,3318.785797
2879.004813,2998,3321.504637
1600.029404,1689,3323.397322
1004.08854,1187,3325.165462
552.562116,723,3325.437487
733.41947,852,3325.687501
763.073211,908,3327.071127
785.856516,901,3327.450047
1547.513609,1637,3329.654008
1158.51126,1265,3331.935156
822.295838,973,3332.234262
713.832962,894,3334.00067
811.135358,976,3334.351827
759.70885,930,3334.581948
1993.376515,2155,3338.215741
587.809967,714,3338.528586
2309.10222,2496,3340.703846
2226.801396,2329,3343.100813
879.713017,1025,3345.25786
400.356249,510,3345.441773
760.518427,860,3345.721756
543.729162,706,3347.656155
1210.261764,1335,3348.085374
2047.256563,2121,3350.45361
647.968414,806,3352.631008
799.380363,923,3352.916784
461.814112,629,3354.625159
694.312901,840,3354.952886
1067.392017,1168,3356.891632
522.092507,680,3357.147899
1877.521885,2013,3358.805111
481.068093,660,3359.093316
1473.252585,1612,3361.512503
1199.697481,1334,3363.757235
598.261191,753,3363.9849
716.670432,890,3364.236981
516.172509,685,3365.748529
551.409585,743,3366.127418
1279.152305,1405,3368.324543
773.913953,958,3368.613866
549.880385,734,3370.224097
1462.272622,1655,3370.741676
929.370676,1132,3372.839984
1429.487317,1654,3374.799842
655.093059,846,3375.032853
865.592079,1063,3377.380663
1182.968761,1385,3377.810215
1178.11428,1360,3380.005421
524.195711,717,3380.202074
568.362628,777,3381.960377
1203.23863,1423,3383.685344
999.325929,1209,3384.009125
738.220494,981,3384.965559
733.788807,978,3385.233784
684.295764,878,3385.525309
865.404112,1082,3386.475467
527.254342,720,3386.673133
841.155272,1099,3387.798528
865.025259,1109,3388.127368
856.050504,1204,3389.166003
3518.765291,3797,3391.647531
743.950483,835,3391.954341
2691.651472,3050,3394.158586
1176.559646,1499,3395.275557
527.184665,760,3395.482095
454.753491,644,3395.666538
835.960977,1109,3396.581726
1114.276157,1454,3396.98562
797.281704,1108,3397.935944
2994.885569,3211,3400.066773
579.341534,837,3400.316649
2729.57535,3016,3401.739567
2182.656383,2605,3403.689954
633.491334,881,3403.931096
1000.065731,1250,3404.867262
975.309259,1221,3405.179562
600.122457,904,3406.037798
617.811597,892,3406.273198
2212.69702,2549,3407.58293
2493.138526,2730,3409.558996
986.445375,1439,3410.527687
2561.990279,2775,3411.905412
669.415994,957,3412.144124
859.180351,1172,3413.158887
2342.82293,2696,3414.458535
698.51811,1007,3415.325031
1903.837261,2440,3416.586617
2420.073396,2715,3417.973279
2087.114664,2453,3419.206992
2697.481958,2871,3421.228211
2390.3379,2697,3422.552465
2282.754685,2689,3423.94469
537.492252,626,3424.741281
692.33059,773,3424.948809
1116.805032,1184,3425.855612
804.625412,1151,3426.194213
2876.873125,3263,3428.341123
2073.43045,2586,3429.676676
1974.950639,2452,3430.913843
2352.003473,2711,3432.904081
507.462195,593,3433.127165
754.954947,827,3433.342424
2299.993042,2567,3435.232489
2191.224112,2458,3436.554996
2896.581937,3047,3438.013912
2153.372397,2486,3439.959486
2085.663556,2447,3441.217286
